OBJECTID,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,ZIPCode,NeedsSync,IsDeleted
736964,6001020A6158BCB6,2021/10/02 16:10:00+00,High,ED,OVERDOSE,P212752320,1800 ORLEANS ST,1800 ORLEANS ST BALTIMORE MD,Dunbar-Broadway,Southeastern,212,13,D5,Oldtown/Middle East,Census Tract 604,NA,21231,TRUE,FALSE
736991,6001020A615922E7,2021/10/02 23:26:00+00,High,SE,OVERDOSE,P212753748,200 S BROADWAY,200 S BROADWAY BALTIMORE MD,Fells Point,Southeastern,213,12,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,TRUE,FALSE
737112,6001020A6143EA61,2021/09/16 21:07:00+00,High,CD,OVERDOSE,P212593422,0 W CONWAY ST,0 W CONWAY ST BALTIMORE MD,Otterbein,Southern,941,11,D7,Inner Harbor/Federal Hill,Census Tract 2201,NA,21201,TRUE,FALSE
737139,6001020A61443E65,2021/09/17 03:06:00+00,High,ED,OVERDOSE,P212600438,N PATTERSON PARK AV/E FEDERAL ST,N PATTERSON PARK AV and E FEDERAL ST BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 802,NA,21213,TRUE,FALSE
737639,6001020A61873B36,2021/11/06 22:34:00+00,High,NW,OVERDOSE,P213103460,2800 W COLD SPRING LN,2800 W COLD SPRING LN BALTIMORE MD,Towanda-Grantley,Northwestern,613,6,D1,Southern Park Heights,Census Tract 1513,NA,21215,TRUE,FALSE
737762,6001020A6189BB03,2021/11/08 19:04:00+00,High,CD,OVERDOSE,P213123112,S GAY ST/WATER ST,S GAY ST and WATER ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21202,TRUE,FALSE
737802,6001020A618A51AC,2021/11/09 05:47:00+00,High,SD,OVERDOSE,P213130831,2400 ANNOR CT,2400 ANNOR CT BALTIMORE MD,Westport,Southern,921,10,D7,Westport/Mount Winans/Lakeland,Census Tract 2503.01,NA,21230,TRUE,FALSE
737857,6001020A618BAABA,2021/11/10 06:19:00+00,High,WD,OVERDOSE,P213140904,RAYNER AV/POPLAR GROVE ST,RAYNER AV and POPLAR GROVE ST BALTIMORE MD,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,NA,21216,TRUE,FALSE
738085,6001020A6177ECAD,2021/10/26 07:55:00+00,High,SE,OVERDOSE,P212990823,100 N EAST AV,100 N EAST AV BALTIMORE MD,Patterson Park Neighborhood,Southeastern,222,1,D5,Patterson Park North & East,Census Tract 601,NA,21224,TRUE,FALSE
738233,6001020A6179CA8F,2021/10/27 17:54:00+00,High,NE,OVERDOSE,P213002649,3400 BREHMS LN,3400 BREHMS LN BALTIMORE MD,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,21213,TRUE,FALSE
738419,6001020A617C5DF4,2021/10/29 16:47:00+00,High,SE,OVERDOSE,P213022339,E FAYETTE ST/N HIGH ST,E FAYETTE ST and N HIGH ST BALTIMORE MD,Jonestown,Southeastern,211,12,D7,Harbor East/Little Italy,Census Tract 302,NA,21202,TRUE,FALSE
738482,6001020A617D7331,2021/10/30 12:30:00+00,High,WD,OVERDOSE,P213031530,2800 EDMONDSON AV,2800 EDMONDSON AV BALTIMORE MD,Mosher,Western,721,9,D8,Greater Rosemont,Census Tract 1606,NA,21223,TRUE,FALSE
738484,6001020A617D809A,2021/10/30 13:27:00+00,High,ED,OVERDOSE,P213031672,E 0TH ST/HOMEWOOD AV,E 0TH ST and HOMEWOOD AV BALTIMORE MD,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,NA,21218,TRUE,FALSE
738537,6001020A616A2555,2021/10/15 21:04:59+00,High,ND,OVERDOSE,P212883370,4000 GREENMOUNT AV,4000 GREENMOUNT AV BALTIMORE MD,Pen Lucy,Northern,542,4,D2,Greater Govans,Census Tract 901,NA,21218,TRUE,FALSE
738542,6001020A616A3C5A,2021/10/15 22:43:00+00,High,NW,OVERDOSE,P212883661,REISTERSTOWN PLAZA,REISTERSTOWN PLAZA BALTIMORE MD,Reisterstown Station,Northwestern,631,5,D1,Glen-Fallstaff,Census Tract 2801.01,NA,21215,TRUE,FALSE
738610,6001020A616AFFFD,2021/10/16 12:38:00+00,High,SW,OVERDOSE,P212891702,600 POPLAR GROVE ST,600 POPLAR GROVE ST BALTIMORE MD,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,NA,21223,TRUE,FALSE
738695,6001020A616C2242,2021/10/17 09:16:00+00,High,ND,OVERDOSE,P212901063,3100 ABELL AV,3100 ABELL AV BALTIMORE MD,Abell,Northern,513,14,D2,Greater Charles Village/Barclay,Census Tract 1202.01,NA,21218,TRUE,FALSE
739064,6001020A617EB846,2021/10/31 11:37:00+00,High,ED,OVERDOSE,P213041524,1400 AISQUITH ST,1400 AISQUITH ST BALTIMORE MD,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 909,NA,21202,TRUE,FALSE
739085,6001020A617EF8DA,2021/10/31 16:12:59+00,High,NW,OVERDOSE,P213042172,3600 GARRISON BL,3600 GARRISON BL BALTIMORE MD,Callaway-Garrison,Northwestern,642,6,D1,Dorchester/Ashburton,Census Tract 1510,NA,21215,TRUE,FALSE
739209,6001020A61802CB4,2021/11/01 14:06:00+00,High,ED,OVERDOSE,P213051841,2200 E MADISON ST,2200 E MADISON ST BALTIMORE MD,Middle East,Eastern,321,13,D5,Madison/East End,Census Tract 703,Eastern2,21205,TRUE,FALSE
739300,6001020A6181A555,2021/11/02 16:53:00+00,High,ND,OVERDOSE,P213062382,YORK RD/HARWOOD AV,YORK RD and HARWOOD AV BALTIMORE MD,Homeland,Northern,523,4,D2,North Baltimore/Guilford/Homeland,Census Tract 2708.05,NA,21212,TRUE,FALSE
739389,6001020A61833623,2021/11/03 21:23:00+00,High,CD,OVERDOSE,P213073509,400 E BALTIMORE ST,400 E BALTIMORE ST BALTIMORE MD,Downtown,Central,111,11,D7,Downtown/Seton Hill,Census Tract 401,NA,21202,TRUE,FALSE
739447,6001020A61841C4F,2021/11/04 13:44:59+00,High,SD,OVERDOSE,P213082225,1300 LEMMON ST,1300 LEMMON ST BALTIMORE MD,Union Square,Southern,933,9,D8,Southwest Baltimore,Census Tract 1902,Tri-District,21223,TRUE,FALSE
739493,6001020A61848F74,2021/11/04 21:57:00+00,High,SE,OVERDOSE,P213083837,EASTERN AV/S BROADWAY,EASTERN AV and S BROADWAY BALTIMORE MD,Fells Point,Southeastern,213,1,D7,Harbor East/Little Italy,Census Tract 203,NA,21231,TRUE,FALSE
739557,6001020A6171CEA9,2021/10/21 16:33:00+00,High,SW,OVERDOSE,P212942464,WHISTLER AV/CARROLL ST,WHISTLER AV and CARROLL ST BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,TRUE,FALSE
739595,6001020A61725CA5,2021/10/22 02:39:00+00,High,NE,OVERDOSE,P212950443,6500 BROOK AV,6500 BROOK AV BALTIMORE MD,Rosemont East,Northeastern,425,2,D4,Hamilton,Census Tract 2705.02,NA,21206,TRUE,FALSE
739828,6001020A61749F6D,2021/10/23 19:49:00+00,High,CD,OVERDOSE,P212962774,2100 DRUID HILL AV,2100 DRUID HILL AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
739917,6001020A6175A513,2021/10/24 14:25:00+00,High,ND,OVERDOSE,P212971669,400 E 25TH ST,400 E 25TH ST BALTIMORE MD,Barclay,Eastern,341,12,D2,Greater Charles Village/Barclay,Census Tract 1203,NA,21218,TRUE,FALSE
740021,6001020A619E7D9B,2021/11/24 12:59:00+00,High,ND,OVERDOSE,P213281890,400 E 33RD ST,400 E 33RD ST BALTIMORE MD,Abell,Northern,513,14,D2,Greater Charles Village/Barclay,Census Tract 1202.01,NA,21218,TRUE,FALSE
740043,6001020A619EB148,2021/11/24 16:40:00+00,High,CD,OVERDOSE,P213282523,300 N MARTIN LUTHER KING JR BL,300 N MARTIN LUTHER KING JR BL BALTIMORE MD,University Of Maryland,Central,121,11,D8,Downtown/Seton Hill,Census Tract 402,NA,21201,TRUE,FALSE
740426,6001020A61A79849,2021/12/01 10:44:00+00,High,ED,OVERDOSE,P213351378,1100 ABBOTT CT,1100 ABBOTT CT BALTIMORE MD,Oldtown,Eastern,312,12,D5,Oldtown/Middle East,Census Tract 1002,NA,21202,TRUE,FALSE
740427,6001020A61A79942,2021/12/01 10:47:59+00,High,ND,OVERDOSE,P213351391,2900 EDGECOMBE CI S,2900 EDGECOMBE CI S BALTIMORE MD,Parklane,Northern,532,6,D2,Southern Park Heights,Census Tract 2716,NA,21215,TRUE,FALSE
740475,6001020A61A815DD,2021/12/01 19:39:00+00,High,SW,OVERDOSE,P213352996,5400 JAMESTOWNE CT,5400 JAMESTOWNE CT BALTIMORE MD,Westgate,Southwestern,823,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.03,NA,21229,TRUE,FALSE
740528,6001020A618EE11A,2021/11/12 16:47:59+00,High,ED,OVERDOSE,P213162572,600 GUTMAN AV,600 GUTMAN AV BALTIMORE MD,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,NA,21218,TRUE,FALSE
740764,6001020A6192C51E,2021/11/15 15:36:59+00,High,SW,OVERDOSE,P213192194,5100 BROOK GREEN RD,5100 BROOK GREEN RD BALTIMORE MD,Ten Hills,Southwestern,823,8,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.03,NA,21229,TRUE,FALSE
740944,6001020A6195DDF6,2021/11/18 00:00:00+00,High,NE,OVERDOSE,P213220006,4300 ANNTANA AV,4300 ANNTANA AV BALTIMORE MD,Frankford,Northeastern,444,2,D4,Cedonia/Frankford,Census Tract 2601.02,NA,21206,TRUE,FALSE
740949,6001020A61960D7F,2021/11/18 03:23:00+00,High,ED,OVERDOSE,P213220572,2700 E MONUMENT ST,2700 E MONUMENT ST BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 702,Eastern2,21205,TRUE,FALSE
741047,6001020A61B11F2A,2021/12/08 16:10:00+00,High,SW,OVERDOSE,P213422427,2300 HERKIMER ST,2300 HERKIMER ST BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,TRUE,FALSE
741355,6001020A61B6491F,2021/12/12 14:10:00+00,High,ND,OVERDOSE,P213461930,2400 N CHARLES ST,2400 N CHARLES ST BALTIMORE MD,Old Goucher,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,TRUE,FALSE
741398,6001020A61B6B82B,2021/12/12 22:04:00+00,High,ED,OVERDOSE,P213463290,1900 CECIL AV,1900 CECIL AV BALTIMORE MD,East Baltimore Midway,Eastern,342,12,D5,Midway/Coldstream,Census Tract 908,NA,21218,TRUE,FALSE
741502,6001020A61B84BD3,2021/12/14 02:45:59+00,High,ND,OVERDOSE,P213480436,E 0TH ST/GREENMOUNT AV,E 0TH ST and GREENMOUNT AV BALTIMORE MD,Better Waverly,Northern,513,14,D5,The Waverlies,Census Tract 904,NA,21218,TRUE,FALSE
741536,6001020A61A91A1D,2021/12/02 14:10:00+00,High,SD,OVERDOSE,P213362150,1800 DOVER ST,1800 DOVER ST BALTIMORE MD,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 1903,Tri-District,21223,TRUE,FALSE
741566,6001020A61AA6293,2021/12/03 13:31:00+00,High,ND,OVERDOSE,P213372045,2200 N CHARLES ST,2200 N CHARLES ST BALTIMORE MD,Old Goucher,Northern,514,12,D2,Greater Charles Village/Barclay,Census Tract 1206,NA,21218,TRUE,FALSE
741596,6001020A61AA8BB8,2021/12/03 16:27:00+00,High,CD,OVERDOSE,P213372537,1400 DRUID HILL AV,1400 DRUID HILL AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
741606,6001020A61AA98B5,2021/12/03 17:22:00+00,High,NE,OVERDOSE,P213372730,1300 BLK PENTWOOD RD,1300 BLK PENTWOOD RD BALTIMORE MD,New Northwood,Northeastern,413,4,D4,Northwood,Census Tract 2709.01,NA,21239,TRUE,FALSE
741673,6001020A61ABAF3A,2021/12/04 13:11:00+00,High,SE,OVERDOSE,P213381961,JEFFERSON ST/N ROSE ST,JEFFERSON ST and N ROSE ST BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Madison/East End,Census Tract 602,NA,21205,TRUE,FALSE
741686,6001020A61ABE102,2021/12/04 16:43:00+00,High,SW,OVERDOSE,P213382538,3000 EDMONDSON AV,3000 EDMONDSON AV BALTIMORE MD,Franklintown Road,Southwestern,814,9,D8,Greater Rosemont,Census Tract 1606,NA,21223,TRUE,FALSE
741740,6001020A61ACA394,2021/12/05 06:33:00+00,High,SD,OVERDOSE,P213390897,POTEE ST/W PATAPSCO AV,POTEE ST and W PATAPSCO AV BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,NA,21225,TRUE,FALSE
741844,6001020A61AE47F2,2021/12/06 12:27:00+00,High,ED,OVERDOSE,P213401802,E BIDDLE ST/N MONTFORD AV,E BIDDLE ST and N MONTFORD AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 803.01,Eastern2,21213,TRUE,FALSE
741852,6001020A61AE5A57,2021/12/06 13:44:59+00,High,ED,OVERDOSE,P213402029,N ROSE ST/E HOFFMAN ST,N ROSE ST and E HOFFMAN ST BALTIMORE MD,Berea,Eastern,332,13,D5,Clifton-Berea,Census Tract 803.01,NA,21213,TRUE,FALSE
741895,6001020A61AEAC57,2021/12/06 19:34:59+00,High,SD,OVERDOSE,P213403154,4100 DUANE AV,4100 DUANE AV BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,NA,21225,TRUE,FALSE
742066,6001020A6198005A,2021/11/19 14:51:00+00,High,ND,OVERDOSE,P213232179,400 E 26TH ST,400 E 26TH ST BALTIMORE MD,Harwood,Northern,513,12,D2,Greater Charles Village/Barclay,Census Tract 1203,NA,21218,TRUE,FALSE
742081,6001020A6198131E,2021/11/19 16:11:00+00,High,SD,OVERDOSE,P213232433,3800 CURTIS AV,3800 CURTIS AV BALTIMORE MD,Curtis Bay Industrial Area,Southern,912,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,NA,21226,TRUE,FALSE
742110,6001020A61984BBC,2021/11/19 20:13:00+00,High,CD,OVERDOSE,P213233253,500 MCMECHEN ST,500 MCMECHEN ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
742118,6001020A6198593F,2021/11/19 21:11:00+00,High,CD,OVERDOSE,P213233427,1500 PENNSYLVANIA AV,1500 PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,Central,21217,TRUE,FALSE
742128,6001020A619871DA,2021/11/19 22:56:00+00,High,ED,OVERDOSE,P213233685,1100 ORLEANS ST,1100 ORLEANS ST BALTIMORE MD,Pleasant View Gardens,Southeastern,211,12,D7,Oldtown/Middle East,Census Tract 2805,NA,21202,TRUE,FALSE
742232,6001020A619A7018,2021/11/21 11:13:00+00,High,SW,OVERDOSE,P213251488,1800 SPENCE ST,1800 SPENCE ST BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,TRUE,FALSE
742298,6001020A619C0659,2021/11/22 16:05:59+00,High,WD,OVERDOSE,P213262373,2300 WHITTIER AV,2300 WHITTIER AV BALTIMORE MD,Parkview/Woodbrook,Western,732,7,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,21217,TRUE,FALSE
742549,6001020A61C953B9,2021/12/27 00:48:00+00,High,SD,OVERDOSE,P213610113,3700 2ND ST,3700 2ND ST BALTIMORE MD,Brooklyn,Southern,913,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.01,NA,21225,TRUE,FALSE
742592,6001020A61C9F7CF,2021/12/27 12:27:59+00,High,NW,OVERDOSE,P213611438,4700 GARRISON BL,4700 GARRISON BL BALTIMORE MD,Dolfield,Northwestern,643,6,D1,Dorchester/Ashburton,Census Tract 1510,NA,21215,TRUE,FALSE
742634,6001020A61CA5655,2021/12/27 19:12:00+00,High,WD,OVERDOSE,P213612490,1200 W NORTH AV,1200 W NORTH AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
742726,6001020A61CD9599,2021/12/30 06:17:59+00,High,ED,OVERDOSE,P213640700,1800 BLK N DALLAS ST,1800 BLK N DALLAS ST BALTIMORE MD,Oliver,Eastern,343,12,D5,Greenmount East,Census Tract 806,Eastern1,21213,TRUE,FALSE
742755,6001020A61CE1ED1,2021/12/30 16:04:00+00,High,ED,OVERDOSE,P213642055,800 N LINWOOD AV,800 N LINWOOD AV BALTIMORE MD,Madison-Eastend,Eastern,323,13,D5,Madison/East End,Census Tract 701,NA,21205,TRUE,FALSE
742789,6001020A61CF3BA5,2021/12/31 12:19:00+00,High,SD,OVERDOSE,P213651386,GOLDSMITH ST/W PRATT ST,GOLDSMITH ST and W PRATT ST BALTIMORE MD,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 2003,Tri-District,21223,TRUE,FALSE
742801,6001020A61CF578E,2021/12/31 14:18:00+00,High,ED,OVERDOSE,P213651645,GREENMOUNT AV/E NORTH AV,GREENMOUNT AV and E NORTH AV BALTIMORE MD,Greenmount West,Eastern,311,12,D5,Midtown,Census Tract 909,NA,21202,TRUE,FALSE
742957,6101020A5FF0B552,2021/01/02 13:02:00+00,High,WD,OVERDOSE,P210021906,2200 W FAYETTE ST,2200 W FAYETTE ST BALTIMORE MD,Penrose/Fayette Street Outreach,Western,714,9,D8,Southwest Baltimore,Census Tract 2002,NA,21223,TRUE,FALSE
742975,6101020A5FF0E297,2021/01/02 16:15:59+00,High,SW,OVERDOSE,P210022442,100 S HILTON ST,100 S HILTON ST BALTIMORE MD,Carroll-South Hilton,Southwestern,842,9,D10,Allendale/Irvington/S. Hilton,Census Tract 2006,NA,21229,TRUE,FALSE
743273,6001020A61BCEE53,2021/12/17 15:08:00+00,High,CD,OVERDOSE,P213511976,600 BLK ROBERT ST,600 BLK ROBERT ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
743338,6001020A61BD75B1,2021/12/18 00:46:00+00,High,NE,OVERDOSE,P213520169,2900 LAKE AV,2900 LAKE AV BALTIMORE MD,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 801.01,NA,21213,TRUE,FALSE
743360,6001020A61BE0B2F,2021/12/18 11:24:00+00,High,WD,OVERDOSE,P213521558,SIMMONS MEMORIAL BAPTIST CHURCH,SIMMONS MEMORIAL BAPTIST CHURCH BALTIMORE MD,Sandtown-Winchester,Western,742,7,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
743536,6101020A5FFB2A2C,2021/01/10 11:23:59+00,High,WD,OVERDOSE,P210101642,1000 W BALTIMORE ST,1000 W BALTIMORE ST BALTIMORE MD,Poppleton,Western,712,9,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1802,NA,21223,TRUE,FALSE
743850,6101020A6000C4EE,2021/01/14 17:25:00+00,High,SE,OVERDOSE,P210143482,400 S BETHEL ST,400 S BETHEL ST BALTIMORE MD,Fells Point,Southeastern,213,1,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,TRUE,FALSE
743922,6101020A6001F2EA,2021/01/15 14:54:00+00,High,ED,OVERDOSE,P210152773,E FEDERAL ST/N MONTFORD AV,E FEDERAL ST and N MONTFORD AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 803.01,NA,21213,TRUE,FALSE
743987,6101020A60034681,2021/01/16 15:03:00+00,High,WD,OVERDOSE,P210162461,1300 W BALTIMORE ST,1300 W BALTIMORE ST BALTIMORE MD,Franklin Square,Western,711,9,D8,Southwest Baltimore,Census Tract 1902,Tri-District,21223,TRUE,FALSE
744228,6101020A5FF4FDBF,2021/01/05 19:01:00+00,High,SW,OVERDOSE,P210053811,1900 BOOTH ST,1900 BOOTH ST BALTIMORE MD,Boyd-Booth,Southwestern,842,9,D8,Southwest Baltimore,Census Tract 2003,Tri-District,21223,TRUE,FALSE
744525,6001020A61C0635D,2021/12/20 06:04:59+00,High,SW,OVERDOSE,P213540814,1800 SPENCE ST,1800 SPENCE ST BALTIMORE MD,Morrell Park,Southwestern,831,10,D7,Morrell Park/Violetville,Census Tract 2503.03,NA,21230,TRUE,FALSE
744778,6001020A61C3C456,2021/12/22 19:34:59+00,High,SE,OVERDOSE,P213562971,200 N LUZERNE AV,200 N LUZERNE AV BALTIMORE MD,McElderry Park,Southeastern,221,13,D5,Patterson Park North & East,Census Tract 602,NA,21224,TRUE,FALSE
744899,6001020A61C7161D,2021/12/25 08:00:59+00,High,CD,OVERDOSE,P213590896,N FREMONT AV/PENNSYLVANIA AV,N FREMONT AV and PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
744916,6001020A61C75AE3,2021/12/25 12:54:00+00,High,CD,OVERDOSE,P213591503,2100 DRUID HILL AV,2100 DRUID HILL AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,NA,21217,TRUE,FALSE
744920,6001020A61C765D5,2021/12/25 13:41:00+00,High,ED,OVERDOSE,P213591608,E HOFFMAN ST/N MILTON AV,E HOFFMAN ST and N MILTON AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 803.01,NA,21213,TRUE,FALSE
744976,6001020A61C7ED45,2021/12/25 23:19:00+00,High,SW,OVERDOSE,P213592895,300 DENISON ST,300 DENISON ST BALTIMORE MD,Allendale,Southwestern,843,8,D10,Allendale/Irvington/S. Hilton,Census Tract 2007.01,NA,21229,TRUE,FALSE
745142,6101020A60243708,2021/02/10 14:42:00+00,High,WD,OVERDOSE,P210412506,BAKER ST/N CAREY ST,BAKER ST and N CAREY ST BALTIMORE MD,Sandtown-Winchester,Western,742,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,21217,TRUE,FALSE
745173,6101020A6024A06D,2021/02/10 22:11:00+00,High,SE,OVERDOSE,P210414412,0 N BROADWAY,0 N BROADWAY BALTIMORE MD,Washington Hill,Southeastern,212,12,D7,Harbor East/Little Italy,Census Tract 301,NA,21231,TRUE,FALSE
745307,6101020A6027F26C,2021/02/13 10:38:00+00,High,ED,OVERDOSE,P210441779,2400 E NORTH AV,2400 E NORTH AV BALTIMORE MD,Broadway East,Eastern,331,13,D5,Clifton-Berea,Census Tract 802,NA,21213,TRUE,FALSE
745416,6101020A6029B8FC,2021/02/14 18:57:00+00,High,SD,OVERDOSE,P210453012,1800 COLE ST,1800 COLE ST BALTIMORE MD,Carrollton Ridge,Southern,934,9,D8,Southwest Baltimore,Census Tract 1903,NA,21223,TRUE,FALSE
745554,6101020A60037D50,2021/01/16 18:57:00+00,High,WD,OVERDOSE,P210163380,1300 LAURENS ST,1300 LAURENS ST BALTIMORE MD,Sandtown-Winchester,Western,743,7,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,21217,TRUE,FALSE
745809,6101020A60120C11,2021/01/27 19:57:00+00,High,ED,OVERDOSE,P210273706,1000 WILMOT CT,1000 WILMOT CT BALTIMORE MD,Oldtown,Eastern,312,12,D5,Oldtown/Middle East,Census Tract 1002,NA,21202,TRUE,FALSE
746066,6101020A60184A18,2021/02/01 13:36:00+00,High,NE,OVERDOSE,P210322011,2000 E 31ST ST,2000 E 31ST ST BALTIMORE MD,Coldstream Homestead Montebello,Northeastern,411,14,D5,Midway/Coldstream,Census Tract 906,NA,21218,TRUE,FALSE
746114,6101020A60194E6E,2021/02/02 08:06:00+00,High,CD,OVERDOSE,P210330969,1800 BLK PENNSYLVANIA AV,1800 BLK PENNSYLVANIA AV BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1402,NA,21217,TRUE,FALSE
746116,6101020A60195491,2021/02/02 08:32:59+00,High,WD,OVERDOSE,P210331042,600 APPLETON ST,600 APPLETON ST BALTIMORE MD,Midtown-Edmondson,Western,722,9,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,NA,21217,TRUE,FALSE
746256,6101020A601C1F22,2021/02/04 11:21:00+00,High,SE,OVERDOSE,P210351874,4000 BOSTON ST,4000 BOSTON ST BALTIMORE MD,Canton Industrial Area,Southeastern,233,1,D7,Southeastern,Census Tract 2606.05,NA,21224,TRUE,FALSE
746275,6101020A601C694A,2021/02/04 16:38:00+00,High,SW,OVERDOSE,P210353054,N FRANKLINTOWN RD/N FOREST PARK AV,N FRANKLINTOWN RD and N FOREST PARK AV BALTIMORE MD,Franklintown,Southwestern,823,8,D9,Dickeyville/Franklintown,Census Tract 2803.01,NA,21207,TRUE,FALSE
746285,6101020A601C9580,2021/02/04 19:46:00+00,High,ED,OVERDOSE,P210353845,E NORTH AV/N GAY ST,E NORTH AV and N GAY ST BALTIMORE MD,South Clifton Park,Eastern,331,12,D5,Clifton-Berea,Census Tract 802,NA,21213,TRUE,FALSE
746287,6101020A601C9BF2,2021/02/04 20:13:59+00,High,SD,OVERDOSE,P210353975,1600 CHURCH ST,1600 CHURCH ST BALTIMORE MD,Curtis Bay,Southern,911,10,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,NA,21226,TRUE,FALSE
746383,6101020A601DF7F0,2021/02/05 20:58:59+00,High,NE,OVERDOSE,P210364270,3400 ERDMAN AV,3400 ERDMAN AV BALTIMORE MD,Belair-Edison,Northeastern,432,13,D5,Belair-Edison,Census Tract 2603.01,Northeastern,21213,TRUE,FALSE
746547,6101020A602C27A6,2021/02/16 15:14:00+00,High,NE,OVERDOSE,P210473023,BELAIR RD/RAVENWOOD AV,BELAIR RD and RAVENWOOD AV BALTIMORE MD,Clifton Park,Northeastern,431,14,D5,Belair-Edison,Census Tract 801.02,NA,21213,TRUE,FALSE
746716,6101020A602FCEC1,2021/02/19 09:43:59+00,High,NE,OVERDOSE,P210501362,1200 LINWORTH AV,1200 LINWORTH AV BALTIMORE MD,New Northwood,Northeastern,413,4,D2,Northwood,Census Tract 2709.01,NA,21239,TRUE,FALSE
746875,6101020A6032C3AD,2021/02/21 15:33:00+00,High,WD,OVERDOSE,P210522647,2100 EDMONDSON AV,2100 EDMONDSON AV BALTIMORE MD,Midtown-Edmondson,Western,722,9,D8,Greater Rosemont,Census Tract 1605,NA,21223,TRUE,FALSE
747090,6101020A6004A9A1,2021/01/17 16:18:00+00,High,CD,OVERDOSE,P210172589,500 DOLPHIN ST,500 DOLPHIN ST BALTIMORE MD,Upton,Central,123,11,D8,Upton/Druid Heights,Census Tract 1702,NA,21201,TRUE,FALSE
747143,6101020A6005D325,2021/01/18 13:27:00+00,High,WD,OVERDOSE,P210182003,W NORTH AV/WOODBROOK AV,W NORTH AV and WOODBROOK AV BALTIMORE MD,Druid Heights,Central,131,7,D8,Upton/Druid Heights,Census Tract 1403,Western,21217,TRUE,FALSE
